"aasta";"koht";"vastanuid";"lugu";"lugu_toodeldud";"artist";"track";"lugu_url";"lugu_url_2";"sonad";"keel"
"2005";34;336;"Ines - Ei (336)";"Ines - Ei";"Ines";"Ei";"ines-ei";"http://sasslantis.ee/lyrics-ines-ei";"Ütlesid,et meiega on korras kõik.
Panid mind uskuma et nii jääda võiks.
Lubasid et sinuga on mul olla hea.
Kõledat üksindust enam tundma ei pea.
Ma nähtamatuid pisaraid valan viimane kord.
Olen pealtnäha rahulik,kuid mu sees möllab torm.
Kui ütlen sulle ei kuigi tahaksin nii tunda su käsi.
Ütlen sulle ei ja tuhaks põlen seest.
Ma ütlen sulle ei kuigi vajan ülekõige su huuli.
Ütlen sulle ei sa pole minu mees.
Vale on nii väsitav ja haiget teev.
Milleks sa varjasid,et kuulud teisele.
Käisin nii sügaval,kuid teada sain,
et ma su haigel teel olen lohutus vaid.
Ma nähtamatuid pisaraid valan viimane kord.
Olen pealtnäha ma rahulik kuid mu sees möllab torm.
Kui ütlen sulle ei.
Kuigi tahaksin nii tunda su käsi.
Ütlen sulle ei ja tuhaks põlen seest.
Ma ütlen sulle ei kallis kuigi vajan ülekõige su huuli.
Ütlen sulle ei ei sa pole minu mees.
Ma ütlen sulle ei.
Kuigi tahaksin nii tunda su käsi.
Ütlen sulle ei ei ja tuhaks põlen seest.
Ma ütlen sulle ei kallis kuigi vajan ülekõige su huuli.
Ütlen sulle ei ei sa pole minu mees.
Ma ütlen sulle ei.
Sa pole minu mees.
Ma ütlen sulle ei.
Ja tuhaks põlen seest.
Mmm.
Ma ütlen sulle ei.
Sa pole minu mees ja tuhaks põlen seest.
E-e-e-iii.

            
            ";"eesti"
"2005";35;322;"Meie Mees - Vinge Päss (322)";"Meie Mees - Vinge Päss";"Meie Mees";"Vinge Päss";"meie_mees-vinge_pass";"http://sasslantis.ee/lyrics-meie_mees-vinge_pass";"Auto 

Prõnn-tada-prõnn-da 
prõnn-tada-prõnn-da 
prõnn tada prõnn da 
prõnn tada prõnn da 
prõnn tada prõnn da 

Käik sisse 

Ma olen velts, mul nina all on vunts 
Mul kollane mobiil, ma pisut pedofiil 
Sõber mul on priit see priit on autofriik
Ta elab ainult autos teeb piip piip änn tuut tuut
Meil autod vinged, seljas adi dress, tibid teevad jess, tibid teevad jess

Prõnn-tada-prõnn-da  prõnn-tada-prõnn-da 

Kärss sai ferrari, sepal bmw 
Nad on minu sõbrad, prõnn tuut hoidke eest
Ükskord kalli auto sõitsin vastu puud 
Prõnn-tada-prõnn-da  puruks läksid luud 
Kuid mul on pohhui, sest olen vinge päss 
Olen vinge päss
Olen vinge päss 


Prõnn-tada-prõnn-da olen vinge päss

prõnn-tada-prõnn-da 
prõnn-tada-prõnn-da  
prõnn-tada-prõnn-da  
prõnn-tada-prõnn-da  

Kui ma sõidan autos, mul nokamüts on peas 
Ma ajan bemmi kurjaks ja suits käib üle pea 
Ma pole kuigi kaine, ei karda politseid 
Olen vinge päss Olen vinge päss 

Prõnn-tada-prõnn-da  Prõnn-tada-prõnn-da  

Naaber mul on jobu, sest tal on vana saab 
Käib kusel minu rõdul ning joob ja laaberdab
Võiks sõita talle molli ja ei tunneks üldse süüd 
kostab valuhüüd  ai!
kostab valuhüüd  ai!

Prõnn-tada-prõnn-da olen vinge päss 

käib ringi kets 

Öösel kui kõik magavad mina und ei saa 
Ma ajan papud suitsema ja linnas kihutan 
Mul võimud autos vägevad kõik põhja lajatan 
Kõlab räige tümps tüm
Volga mersu, Volga mersu, Prõnn-tada-prõnn-da  ta , mazdad fordid , opel lada

Pemmile saab vihmaveetorust väga hea sumbutaja platiliiniga kinni ja normaalne

Kummi vilistan ja näpin kummi naist 
Ma kiman 110-ga ei peta mind mu vaist 
Kes teepeal ees mul koperdab sel kohe näitan näppu 

Prõnn-tada-prõnn-da   
ma olen nii normaalne
prõnn-tada-prõnn-da olen vinge päss 
Prõnn-tada-prõnn-da olen vinge päss
Prõnn-tada-prõnn-da olen vinge päss
Prõnn-tada-prõnn-da olen vinge päss
Prõnn-tada-prõnn-da olen vinge päss
...
 

            
            ";"eesti"
"2005";36;321;"Dynamint - 7 (321)";"Dynamint - 7";"Dynamint";"7";"dynamint-7";"http://sasslantis.ee/lyrics-dynamint-7";"Elu mul metsade sees elu ma lõbusaks teen
Seitse mul sõpru kes väikest kasvu
Kuid süda on neil suur päevad neil tegemist täis
Siis näen kulda kaevamas neid ootan neid koju ma
Puhas on kogu maja valmis koogid ja maasikamoos

Seitse mäge me vahel vaid seitse jõge neist üle said
Seitse päeva su teekond pikk kuid nüüd oled lõpuks sa siin
Seitse aastat sind ootasin seitse korda mind suudlesid
Seitse päeva siis mööda sai kuid nüüd õnn ootab ees meid

Elu võib olla ka karm külas käis nõiamoor halb
Pakkus mul õuna see näis lahke nõuna
Võlu-unele saatis see mind seitse aastat möödus nii
Minust said teada sa siis teekond siis algas
Ei sa oodata maldand sest sa teadsid ma ootan ju sind

Seitse mäge me vahel vaid seitse jõge neist üle said
Seitse päeva su teekond pikk kuid nüüd oled lõpuks sa siin
Seitse aastat sind ootasin seitse korda mind suudlesid
Seitse päeva siis mööda sai kuid nüüd õnn ootab ees meid

Seitse mäge me vahel vaid seitse jõge neist üle said
Seitse päeva su teekond pikk kuid nüüd oled lõpuks sa siin
Seitse aastat sind ootasin seitse korda mind suudlesid
Seitse päeva siis mööda sai kuid nüüd õnn ootab ees meid
            
            ";"eesti"
"2005";37;311;"Nexus - Nii kuum (311)";"Nexus - Nii kuum";"Nexus";"Nii kuum";"nexus-nii_kuum";"http://sasslantis.ee/lyrics-nexus-nii_kuum";"Üksikuna
leidsin end võõrast linnast
Siis aru ei saand
end olin peitnud sinna

Ei andud mul sa palju aega
Ei saanud ma me peale mõelda
Ei tea kuis mulle järgnesid
Kuid uus algus sündis siis

Ref:Nii kuum(nii kuum)
Et põletan huuled
(et põletan huuled)
On nii kuum (nii kuum)
Kui suudled mind suule

Mõnikord ma
ei suuda põjust leida
miks lasen sul ma
ennast nii kergelt püüda

Ma kardan liialt haiget saada
Ning mängin ma vaid
Võltsin kaasa
Ma proovin oma närve säästa
Ja võtan vaid mis hea
            
            ";"eesti"
"2005";38;309;"Nexus - Hingetuna (309)";"Nexus - Hingetuna";"Nexus";"Hingetuna";"nexus-hingetuna";"http://sasslantis.ee/lyrics-nexus-hingetuna";"Ref: Hingetuna langen su käte vahele
Mind teadsid kinni püüda
Hingetuna mind viimaks panid tähele
Ning keegi seda ei muuda

Hetkel mil kõik tundub nii mõttetu
Läinud mu rong kuid kas tuleb uus
Jalge all tee näib mulle lõputu
Jõudes su juurde sõnad kadunud suult

Ref:

Nüüd möödas on aeg mil kartsin et lähed sa
Mind murda ei saa seda kindlalt tean
Päike on tõusmas tunnen et naerda taas ma saan
Läinud on öö jäänud alles vaid hea

Oo miks tundus mul et ei kohtu me vist eal
Oo miks tundus mul kord siit sind leidma pean

            
            ";"eesti"
"2005";39;282;"Slide-Fifty & Liisi Koikson - Dreams Won't Come True (282)";"Slide-Fifty & Liisi Koikson - Dreams Won't Come True";"Slide-Fifty & Liisi Koikson";"Dreams Won't Come True";"slide-fifty_liisi_koikson-dreams_wont_come_true";"http://sasslantis.ee/lyrics-slide-fifty_liisi_koikson-dreams_wont_come_true";NA;NA
"2005";40;281;"Quattro - Elu kui filmis (281)";"Quattro - Elu kui filmis";"Quattro";"Elu kui filmis";"quattro-elu_kui_filmis";"http://sasslantis.ee/lyrics-quattro-elu_kui_filmis";"Ärkan öös, on minu aeg,
ent käima löön, see pole vaev,
patrullin läbi kuuma melu,
grupidele näitan elu.

(ref.)
Silmad sulen siis ma
ette kujutan
Elu kui filmis
Glamuurne on stiil ja see seksapiil
Elu kui filmis
Guubiku ees mäng kestab veel
Elu kui filmis
Siia jääda kui saaks annaks ära kõik ma
ühe minuti staar

Võtan viimast,mis võtta saab
kuni lõpuks - avastan
olen kodus, laman maas
kuid tean mu film, see algab taas

(ref.)2x
            
            ";"eesti"
"2006";1;4304;"Tanel Padar & The Sun - Võta Aega (4304)";"Tanel Padar & The Sun - Võta Aega";"Tanel Padar & The Sun";"Võta Aega";"tanel_padar-vota_aega";"http://sasslantis.ee/lyrics-tanel_padar-vota_aega";"Iga suusataja hoiab endas talve.
Oled sõdur aina, püsima pead valvel.
Tere luuletaja saada raamat trükki.
Spordimehed hommikuil teevad kümme kükki.

Kuula Rock 'N' Roll'i nüüd on õige aeg.
Tõsta üles käed ja kaelast rebi krae.

Võta aega veidi ringi vaadata.
Veel ei ole hilja jõuab elada.
Ava silmad, mõtle peaga, küll sa näed.
Leiad rõõmu elus olemise väest.

Seljal inglitiivad kõhuli sa magad siis.
Luurajatel tihti võib olla saba taga.
Vahel tunned nagu tobe orav ratta peal.
Kõige jaoks ei jagu. Kõike tegema ei pea. 

Kuula Rock 'N Roll'i nüüd on õige aeg.
Tõsta üles käed ja kaelast rebi krae.

Võta aega veidi ringi vaadata.
Veel ei ole hilja jõuab elada.
Ava silmad, mõtle peaga, küll sa näed.
Leiad rõõmu elus olemise väest.

Võta aega veidi ringi vaadata.
Veel ei ole hilja jõuab elada.
Ava silmad, mõtle peaga, küll sa näed.
Leiad rõõmu elus olemise väest.

Kuigi alati sul kõik ei lähe.
Kõike ju ei saagi ette näha.
Ära heidutada sellest lase.
Rock'i täiega.

Võta aega veidi ringi vaadata.
Veel ei ole hilja elada.

Võta aega veidi ringi vaadata.
Veel ei ole hilja jõuab elada.
Ava silmad, mõtle peaga, küll sa näed.
Leiad rõõmu elus olemise väest.

Võta aega veidi ringi vaadata.
Veel ei ole hilja jõuab elada.
Ava silmad, mõtle peaga, küll sa näed.
Leiad rõõmu elus olemise väest.

Võta aega veidi ringi vaadata.
Veel ei ole hilja jõuab elada.
            
            ";"eesti"
"2006";2;2315;"Mari-Leen - Rahutu Tuhkatriinu (2315)";"Mari-Leen - Rahutu Tuhkatriinu";"Mari-Leen";"Rahutu Tuhkatriinu";"mari-leen-rahutu_tuhkatriinu";"http://sasslantis.ee/lyrics-mari-leen-rahutu_tuhkatriinu";NA;NA
"2006";3;2265;"A-Rühm - Palmisaar (2265)";"A-Rühm - Palmisaar";"A-Rühm";"Palmisaar";"a-ruhm-palmisaar";"http://sasslantis.ee/lyrics-a-ruhm-palmisaar";"G-Enka:

aa-jaa, see'n mõnus võnge nii viisilt kui riimidelt
Golfi hoovusega siia sõudis ta Kariibidelt
sulle eesti kodanik, kes alatasa torised
ninalõõr on umbes ja tossud porised
esiisad, kas tõesti teil ilm oli sitem
et odada pakkisite ja kolisite
siia, kus Tallinn, Liivimaa ja Riia
oleks oma kromanjooniperse võind Havaile viia
aga nüüd, jah, nüüd on nii, et elan siin
ja saarele kus puul kasvab kaneel
viib mind sõber narkokuller või Ryan Air
ja meel muutub värskemaks sel teel
kui neel niiskub Mohitost või kõlab Silbo Gomero keel
tervitusi palmisaarelt!
mis uudist Tegelt oma neibourhoodist
nagu Gustav Reinop Kabulist

Refrään:

tervitusi toome palmisaarelt
see, kes olnud seal, teab mis on feeling
rahvas väike on seal palmisaarel
kuid teab igaüks mis reggae on

aga kuradi külm on, kuradi külm on
kuradi külm on, kuradi kuradi külm, hei
kuradi külm on, kuradi kuradi külm, huhh
kuradi külm on, kuradi kuradi külm!

Kozy:

ma panen rusikasse käe ja tõstan kõrgele
kesksõrmgi kõrgele paiskub üles kõigele
mul on põhjust mässule, aitäh Ernesto Che osta punkt ee'st
et süsteemi orjame
anna ojadele vabadust, osta punkt ve-eel
vabadus on surnd! kõik! fuck süsteem
ma rassin et süüa ja söön, et saaks rassida
ma olen eesti mees ja pole aega passida
must lagi on toal ja mul ta seljas on tassida
kui hästi läheb, teen itsari ja ei jõuagi kassida
ja reedel libistan käärind melassi ja
suhkruveest virutan täiesti sassi ja
mõtlen, et palmid ja päike Aruubalt
ja kopakabanaad ja maikad ja Kuubad
ja biidi Kariibilt, bikiinide piirid ja
järgmises elus vist seal tahan viibida

Refrään:

Cool D:

tervitusi toon palmisaarelt mitte eriti suurelt
kuid ma tunnen et seal asuvad mu juured
kus voolab Cuba Libre või kokteil miski muu
mis ergutab mu meeled ja muudab magusaks mu suu
kus napis rõivas kehasid katmas elemente
lubatud promillid, seda apole mõõtmas mente
ja lugema peab sente, mitte kupüüre
kui UV teeb liiga, saab sukelduda vette
see ongi see, mida nõuab põhjamaine keha
kui mu saarel on orkaan võii siin ka miskit teha
näiteks huiata neid teisi süngeid eesti molle
siin mängivad rolle, teevad avaldusi lolle
siit põgenen ma siis kabuhirmus nägu ees
ei jäta ühtki jälge, vaid pihku hirnun
lasen torso lõdvaks kaugel soojas merevees
ning imekaunil näkineiul olen kirbul...

Refrään

aga jumala külm on, jumala jumala külm on
jumala külm on, jumala jumala külm on, hei
jumala külm on, jumala jumala külm on, huhh
jumala külm on, jumala jumala külm!
            
            ";"eesti"
"2006";4;2263;"Tanel Padar & The Sun - Lootusetus (2263)";"Tanel Padar & The Sun - Lootusetus";"Tanel Padar & The Sun";"Lootusetus";"tanel_padar-lootusetus";"http://sasslantis.ee/lyrics-tanel_padar-lootusetus";"Õnnelik päev ehk muutusi näen,
ootuste eel, olin õndsuse teel.
Elamis hind, mis hellitas mind,
on püüdnud paar päeva järjest vältida mind.

Ref: 
Käest pillasin peegli, mis kildudeks ei läind.
Kõik mida sealt nägin, oli ennasttäis.
See parastav pilk on uus, mida varem pole näind -
LOOTUSETUS

Kurnavalt läevad kõik hallimad päevad,
kuid lootus veel püsib, päike südames särab.
Kergitab pead õnnetunne nii hea,
kas lootusetus seda märkab või teab?

REF

Kui tunned, et liigud elus tagasi 
Sa pinguta rohkem - jõuad edasi
Ja kõik kord muutub paremaks veel kui, oskad soovida
Ja lootusetust aina eirata, ennast muuta...

Pole kõik nii lihtne, kuis näib.
Meeldib või ei, elu edasi käib.
Lootusetus saab endale kõik,
kui oled nõrk kuulub temale võit!

2x REF

            
            ";"eesti"
"2006";5;1553;"Mari-Leen - Suure Linna Inglid (1553)";"Mari-Leen - Suure Linna Inglid";"Mari-Leen";"Suure Linna Inglid";"mari-leen-suure_linna_inglid";"http://sasslantis.ee/lyrics-mari-leen-suure_linna_inglid";NA;NA
"2006";6;1370;"Terminaator feat Hele Kõre & Kristjan Kasearu - Siis Kui Maailm Magab Veel (1370)";"Terminaator feat Hele Kõre & Kristjan Kasearu - Siis Kui Maailm Magab Veel";"Terminaator feat Hele Kõre & Kristjan Kasearu";"Siis Kui Maailm Magab Veel";"terminaator_feat_hele_kore_kristjan_kasearu-siis_kui_maailm_magab_veel";"http://sasslantis.ee/lyrics-terminaator_feat_hele_kore_kristjan_kasearu-siis_kui_maailm_magab_veel";NA;NA
"2006";7;1108;"Janne - Millist Armastust (1108)";"Janne - Millist Armastust";"Janne";"Millist Armastust";"janne-millist_armastust";"http://sasslantis.ee/lyrics-janne-millist_armastust";NA;NA
"2006";8;865;"Mikk Saar - See Pole See (865)";"Mikk Saar - See Pole See";"Mikk Saar";"See Pole See";"mikk_saar-see_pole_see";"http://sasslantis.ee/lyrics-mikk_saar-see_pole_see";"Sa jätad teateid mulle,
Kuid unistused tulle
Nii kergelt heidad kõik mu eest
Sa mulle laota seansid
Kas üldse mingid ansid mul on
Ma tunnen süda
Kaob, kaob, kaob, kaob
Kaob, kaob, kaob, kaob
Kaob, kaob, kaob, kaob, kaooob


Ref.
On õnneks tarvis ainult päeva, mil taas sind näen
Kuid oled siin ja jälle ulatad mulle käed
Lehvitad ja ainult naeratad, ongi kõik
Ja et see pole see


Kui vahel satun hätta
Kõik mured maha matan
Ja endal vastu rinda taon
Sa räägid mitmes keeles, kui olen sulle meeles
Kui ei siis kiiresti siit 
Kaon, kaon, kaon, kaooon
Kaon, kaon, kaon, kaooon


Ref.
On õnneks tarvis ainult päeva, mil taas sind näen
Kuid oled siin ja jälle ulatad mulle käed
Lehvitad ja ainult naeratad, ongi kõik
Ja et see pole see


See on nii, kui unistuste kauges avameres
Su soove ma näen
Nad kaldale toon
Siis loeb vaid, mis ees


Ref.
On õnneks tarvis ainult päeva, mil taas sind näen
Sa oled siin ja jälle ulatad mulle käed
Sul silma vaatan ja on õnnelik lõpp sel lool
Tean, et on õige see (õnnelik lõpp sel lool)
Tean, et on õige see (õnnelik lõpp sel lool)
Tean, et on õige see
Et on õige see


Ref.
On õnneks tarvis ainult päeva, mil taas sind näen
Sa oled siin ja jälle ulatad mulle käe
Sul silma vaatan ja on õnnelik lõpp sel lool
Tean, et on õige see
Sa oled siin ja jälle ulatad mulle käe
Sul silma vaatan ja on õnnelik lõpp sel lool
Ja et on õige see
Tean, et on õige see (õnnelik lõpp sel lool)
Tean, et on õige see (õnnelik lõpp sel lool)
Tean, et on õige see

            
            ";"eesti"
"2006";9;856;"Def Räädu feat. J.O.C. - Kuningas Ei Eksi (856)";"Def Räädu feat. J.O.C. - Kuningas Ei Eksi";"Def Räädu feat. J.O.C.";"Kuningas Ei Eksi";"def_raadu_feat_j_o_c-kuningas_ei_eksi";"http://sasslantis.ee/lyrics-def_raadu_feat_j_o_c-kuningas_ei_eksi";NA;NA
"2006";10;766;"Traffic - Kallis, Ära Küsi (766)";"Traffic - Kallis, Ära Küsi";"Traffic";"Kallis, Ära Küsi";"traffic-kallis_ara_kusi";"http://sasslantis.ee/lyrics-traffic-kallis_ara_kusi";"Häälest ära kitarr
Ja haige hing
Toas on külm kuid pole sind
See sama laul see sama viis
Ei ole see mis oli siis

Sa ütled:
Kallis ära küsi
Minuga on segased lood
Ja siis liigud minu ligi
Hommikuni oleme koos
Sa ütled:
Kallis ära taha
Mulle enam helistada
Parem mind nüüd unusta ja lahku

Tahan su voodisse ärgata
Ilusat und sulle soovida
Sinuga kõrgusse lennata
Sinuga õnne proovida

Ma lõppu veel ses loos ei näe
Nii lihtsalt sind ei lase käest
Kui vaja tähed taevast alla toon
Kui vaja käpikuisse päikse koon

Sa ütled:
Kallis ära küsi
Minuga on segased lood
Ja siis liigud minu ligi
Hommikuni oleme koos
Sa ütled:
Kallis ära taha
Mulle enam helistada
Parem mind nüüd unusta ja lahku

Tahan su voodisse ärgata
Ilusat und sulle soovida
Sinuga kõrgusse lennata
Sinuga õnne proovida
            
            ";"eesti"
