word_texts,lemmas,postag_descriptions,sonad
neid,see,asesõna,Ma näen in
keda,kes,asesõna,Ma näen in
polnd,polnd,nimisõna,Ma näen in
siis,siis,määrsõna,Ma näen in
",",",",lausemärk,Ma näen in
polegi,olema,tegusõna,Ma näen in
vaja,vaja,määrsõna,Ma näen in
.,.,lausemärk,Ma näen in
Ma,mina,asesõna,Ma näen in
ei,ei,tegusõna,Ma näen in
häbene,häbenema,tegusõna,Ma näen in
öelda,ütlema,tegusõna,Ma näen in
räpparina,räpparin,nimisõna,Ma näen in
",",",",lausemärk,Ma näen in
et,et,sidesõna,Ma näen in
armastan,armastama,tegusõna,Ma näen in
ja,ja,sidesõna,Ma näen in
hoolin,hoolima,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
see,see,asesõna,Ma näen in
ongi,olema,tegusõna,Ma näen in
elu,elu,nimisõna,Ma näen in
",",",",lausemärk,Ma näen in
mida,mis,asesõna,Ma näen in
kirjeldan,kirjeldama,tegusõna,Ma näen in
nii,nii,määrsõna,Ma näen in
",",",",lausemärk,Ma näen in
kuidas,kuidas,määrsõna,Ma näen in
soovin,soovima,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
See,see,asesõna,Ma näen in
kõik,kõik,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
mis,mis,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
hoiab,hoidma,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
just,just,,Ma näen in
see,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
kõik,kõik,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
toidab,toitma,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
Jah,jah,määrsõna,Ma näen in
",",",",lausemärk,Ma näen in
see,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
kõik,kõik,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
mis,mis,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
hoiab,hoidma,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
just,just,,Ma näen in
see,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
kõik,kõik,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
toidab,toitma,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
Kõik,kõik,asesõna,Ma näen in
inimesed,inimene,nimisõna,Ma näen in
on,olema,tegusõna,Ma näen in
me,mina,asesõna,Ma näen in
perekond,perekond,nimisõna,Ma näen in
",",",",lausemärk,Ma näen in
kes,kes,asesõna,Ma näen in
küsivad,küsima,tegusõna,Ma näen in
kui,kui,,Ma näen in
hea,hea,omadussõna algvõrre,Ma näen in
ja,ja,sidesõna,Ma näen in
kui,kui,,Ma näen in
halb,halb,omadussõna algvõrre,Ma näen in
sul,sina,asesõna,Ma näen in
on,olema,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
Kõik,kõik,asesõna,Ma näen in
need,see,asesõna,Ma näen in
aastad,aasta,nimisõna,Ma näen in
",",",",lausemärk,Ma näen in
kui,kui,,Ma näen in
käisin,käima,tegusõna,Ma näen in
põhikoolis,põhikool,nimisõna,Ma näen in
",",",",lausemärk,Ma näen in
ma,mina,asesõna,Ma näen in
mõistsin,mõistma,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
et,et,sidesõna,Ma näen in
kõik,kõik,asesõna,Ma näen in
need,see,asesõna,Ma näen in
eemaletõuked,eemaletõuge,nimisõna,Ma näen in
arendasid,arendama,tegusõna,Ma näen in
poissi,poiss,nimisõna,Ma näen in
.,.,lausemärk,Ma näen in
Ema,ema,nimisõna,Ma näen in
kahe,kaks,põhiarvsõna,Ma näen in
kohaga,koha|koht,nimisõna,Ma näen in
tööl,töö,nimisõna,Ma näen in
ja,ja,sidesõna,Ma näen in
kaks,kaks,põhiarvsõna,Ma näen in
poega,poeg,nimisõna,Ma näen in
siis,siis,määrsõna,Ma näen in
",",",",lausemärk,Ma näen in
kui,kui,,Ma näen in
makarone,makaron,nimisõna,Ma näen in
pliidi,pliit,nimisõna,Ma näen in
peal,peal,kaassõna,Ma näen in
ma,mina,asesõna,Ma näen in
üles,üles,määrsõna,Ma näen in
soojendasin,soojendama,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
See,see,asesõna,Ma näen in
andis,andma,tegusõna,Ma näen in
mul,mina,asesõna,Ma näen in
mõista,mõistma,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
miks,miks,määrsõna,Ma näen in
tegelt,tegelt,määrsõna,Ma näen in
võitlen,võitlema,tegusõna,Ma näen in
ja,ja,sidesõna,Ma näen in
austan,austama,tegusõna,Ma näen in
neid,tema,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
kes,kes,asesõna,Ma näen in
mind,mina,asesõna,Ma näen in
on,olema,tegusõna,Ma näen in
hoidnud,hoidma|hoidnud,,Ma näen in
ja,ja,sidesõna,Ma näen in
austand,austand,nimisõna,Ma näen in
.,.,lausemärk,Ma näen in
Mõni,mõni,asesõna,Ma näen in
aasta,aasta,nimisõna,Ma näen in
Soomes,Soome,pärisnimi,Ma näen in
käies,käima,tegusõna,Ma näen in
ma,mina,asesõna,Ma näen in
mõistsin,mõistma,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
et,et,sidesõna,Ma näen in
elu,elu,nimisõna,Ma näen in
on,olema,tegusõna,Ma näen in
täis,täis,määrsõna,Ma näen in
ainult,ainult,määrsõna,Ma näen in
lubadusi,lubadus,nimisõna,Ma näen in
ja,ja,sidesõna,Ma näen in
võltsi,võlts,omadussõna algvõrre,Ma näen in
.,.,lausemärk,Ma näen in
Ja,ja,sidesõna,Ma näen in
kus,kus,määrsõna,Ma näen in
sa,sina,asesõna,Ma näen in
põgened,põgenema,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
kui,kui,,Ma näen in
see,see,asesõna,Ma näen in
ongi,olema,tegusõna,Ma näen in
see,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
mis,mis,asesõna,Ma näen in
sind,sina,asesõna,Ma näen in
hoiab,hoidma,tegusõna,Ma näen in
ja,ja,sidesõna,Ma näen in
toidab,toitma,tegusõna,Ma näen in
ning,ning,sidesõna,Ma näen in
su,sina,asesõna,Ma näen in
elus,elu,nimisõna,Ma näen in
",",",",lausemärk,Ma näen in
su,sina,asesõna,Ma näen in
sees,sees,kaassõna,Ma näen in
.,.,lausemärk,Ma näen in
Kõik,kõik,asesõna,Ma näen in
on,olema,tegusõna,Ma näen in
lubanud,lubama|lubanud,,Ma näen in
end,ise,asesõna,Ma näen in
ju,ju,määrsõna,Ma näen in
proovile,proov,nimisõna,Ma näen in
panna,panema,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
kuid,kuid,sidesõna,Ma näen in
enamusel,enamus,nimisõna,Ma näen in
pole,olema,tegusõna,Ma näen in
meile,mina,asesõna,Ma näen in
ju,ju,määrsõna,Ma näen in
miskit,miski,nimisõna,Ma näen in
anda,andma,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
Jooksen,jooksma,tegusõna,Ma näen in
siin,siin,määrsõna,Ma näen in
",",",",lausemärk,Ma näen in
jooksen,jooksma,tegusõna,Ma näen in
seal,seal,määrsõna,Ma näen in
ja,ja,sidesõna,Ma näen in
mööda,mööda,kaassõna,Ma näen in
linna,linn,nimisõna,Ma näen in
",",",",lausemärk,Ma näen in
teen,tegema,tegusõna,Ma näen in
seda,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
mida,mis,asesõna,Ma näen in
hindad,hindama,tegusõna,Ma näen in
niikaua,niikaua,määrsõna,Ma näen in
kui,kui,,Ma näen in
hingan,hingama,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
See,see,asesõna,Ma näen in
kõik,kõik,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
mis,mis,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
hoiab,hoidma,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
just,just,,Ma näen in
see,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
kõik,kõik,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
toidab,toitma,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
Jah,jah,määrsõna,Ma näen in
",",",",lausemärk,Ma näen in
see,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
kõik,kõik,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
mis,mis,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
hoiab,hoidma,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
just,just,,Ma näen in
see,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
kõik,kõik,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
toidab,toitma,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
See,see,asesõna,Ma näen in
kõik,kõik,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
mis,mis,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
hoiab,hoidma,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
just,just,,Ma näen in
see,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
kõik,kõik,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
toidab,toitma,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
Jah,jah,määrsõna,Ma näen in
",",",",lausemärk,Ma näen in
see,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
kõik,kõik,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
mis,mis,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
hoiab,hoidma,tegusõna,Ma näen in
",",",",lausemärk,Ma näen in
just,just,,Ma näen in
see,see,asesõna,Ma näen in
",",",",lausemärk,Ma näen in
kõik,kõik,asesõna,Ma näen in
meid,mina,asesõna,Ma näen in
veel,veel,määrsõna,Ma näen in
toidab,toitma,tegusõna,Ma näen in
.,.,lausemärk,Ma näen in
so,so,lühend,so I step 
I,I,järgarvsõna,so I step 
step,step,nimisõna,so I step 
into,into,nimisõna,so I step 
spotlight,spotlight,nimisõna,so I step 
I,I,lühend,so I step 
ain,ain,nimisõna,so I step 
´,’,lausemärk,so I step 
t,t,lühend,so I step 
gonna,gonna,nimisõna,so I step 
shine,shine,nimisõna,so I step 
for,for,nimisõna,so I step 
one,one,nimisõna,so I step 
night,night,nimisõna,so I step 
don,don,nimisõna,so I step 
´,’,lausemärk,so I step 
t,t,lühend,so I step 
wanna,wanna,nimisõna,so I step 
see,see,asesõna,so I step 
a,a,lühend,so I step 
red,red,nimisõna,so I step 
light,light,nimisõna,so I step 
as,as,lühend,so I step 
I,I,lühend,so I step 
go,go,lühend,so I step 
along,along,nimisõna,so I step 
I,I,lühend,so I step 
used,use,nimisõna,so I step 
to,to,lühend,so I step 
get,get,nimisõna,so I step 
a,a,lühend,so I step 
fever,fever,nimisõna,so I step 
but,but,nimisõna,so I step 
now,now,nimisõna,so I step 
I,I,järgarvsõna,so I step 
´,’,lausemärk,so I step 
m,m,lühend,so I step 
so,so,lühend,so I step 
much,much,nimisõna,so I step 
stronger,stronger,nimisõna,so I step 
still,still,nimisõna,so I step 
all,all,määrsõna,so I step 
my,my,lühend,so I step 
mixed,mixe|mixed,nimisõna,so I step 
emotions,emotions,nimisõna,so I step 
get,get,nimisõna,so I step 
blown,blown,nimisõna,so I step 
out,out,nimisõna,so I step 
of,of,pärisnimi,so I step 
proportions,proportions,nimisõna,so I step 
I,I,lühend,so I step 
do,do,lühend,so I step 
not,not,nimisõna,so I step 
even,even,nimisõna,so I step 
hurry,hurry,nimisõna,so I step 
althought,althought,nimisõna,so I step 
I,I,lühend,so I step 
sometimes,sometime,nimisõna,so I step 
worry,worry,nimisõna,so I step 
my,my,lühend,so I step 
bad,bad,nimisõna,so I step 
miscalculation,miscalculation,nimisõna,so I step 
could,could,nimisõna,so I step 
spoil,spoi,nimisõna,so I step 
this,thi,nimisõna,so I step 
operation,operation,nimisõna,so I step 
why,why,lühend,so I step 
don,don,nimisõna,so I step 
+,+,lausemärk,so I step 
t,t,lühend,so I step 
you,you,nimisõna,so I step 
let,let,nimisõna,so I step 
me,mina,asesõna,so I step 
combine,combine,nimisõna,so I step 
your,your,nimisõna,so I step 
icy,icy,nimisõna,so I step 
stare,stare,nimisõna,so I step 
with,with,nimisõna,so I step 
sunshine,sunshine,nimisõna,so I step 
eventually,eventually,nimisõna,so I step 
you,you,nimisõna,so I step 
´,’,lausemärk,so I step 
ll,ll,lühend,so I step 
be,be,lühend,so I step 
mine,minema,tegusõna,so I step 
so,so,lühend,so I step 
don,don,nimisõna,so I step 
´,’,lausemärk,so I step 
t,t,lühend,so I step 
be,be,lühend,so I step 
shy,shy,lühend,so I step 
am,am,lühend,so I step 
I,I,lühend,so I step 
miss,miss,nimisõna,so I step 
Calculation,Calculation,pärisnimi,so I step 
or,or,lühend,so I step 
Miss,Miss,pärisnimi,so I step 
Miscalculation,Miscalculation,pärisnimi,so I step 
that,that,nimisõna,so I step 
you,you,nimisõna,so I step 
will,will,nimisõna,so I step 
never,never,nimisõna,so I step 
know,know,nimisõna,so I step 
keep,keep,nimisõna,so I step 
moving,moving,nimisõna,so I step 
with,with,nimisõna,so I step 
the,the,nimisõna,so I step 
flow,flow,nimisõna,so I step 
my,my,lühend,so I step 
only,only,nimisõna,so I step 
destination,destination,nimisõna,so I step 
is,is,lühend,so I step 
each,each,nimisõna,so I step 
and,and,nimisõna,so I step 
every,every,nimisõna,so I step 
station,station,nimisõna,so I step 
so,so,lühend,so I step 
let,let,nimisõna,so I step 
me,mina,asesõna,so I step 
pave,pave,nimisõna,so I step 
the,the,nimisõna,so I step 
way,way,nimisõna,so I step 
it,it,lühend,so I step 
´,’,lausemärk,so I step 
s,s,lühend,so I step 
gonna,gonna,nimisõna,so I step 
be,be,lühend,so I step 
ok,ok,lühend,so I step 
come,come,nimisõna,so I step 
on,olema,tegusõna,so I step 
and,and,nimisõna,so I step 
be,be,lühend,so I step 
my,my,lühend,so I step 
lover,lover,nimisõna,so I step 
all,all,kaassõna,so I step 
winter,winter,nimisõna,so I step 
spring,spring,nimisõna,so I step 
and,and,nimisõna,so I step 
summer,summer,nimisõna,so I step 
we,we,lühend,so I step 
´,’,lausemärk,so I step 
ll,ll,lühend,so I step 
keep,keep,nimisõna,so I step 
it,it,lühend,so I step 
undercover,undercover,nimisõna,so I step 
all,all,kaassõna,so I step 
the,the,nimisõna,so I step 
way,way,nimisõna,so I step 
don,don,nimisõna,so I step 
´,’,lausemärk,so I step 
t,t,lühend,so I step 
be,be,lühend,so I step 
undecided,undecide|undecided,nimisõna,so I step 
there,there,nimisõna,so I step 
´,’,lausemärk,so I step 
s,s,lühend,so I step 
no,no,hüüdsõna,so I step 
need,see,asesõna,so I step 
to,to,lühend,so I step 
hide,hide,nimisõna,so I step 
it,it,lühend,so I step 
once,once,nimisõna,so I step 
you,you,nimisõna,so I step 
´,’,lausemärk,so I step 
ve,ve,lühend,so I step 
gone,gone,nimisõna,so I step 
and,and,nimisõna,so I step 
tried,trie,nimisõna,so I step 
it,it,lühend,so I step 
there,there,nimisõna,so I step 
´,’,lausemärk,so I step 
s,s,lühend,so I step 
no,no,hüüdsõna,so I step 
way,way,nimisõna,so I step 
back,back,nimisõna,so I step 
so,so,lühend,so I step 
do,do,lühend,so I step 
not,not,nimisõna,so I step 
feel,fee,nimisõna,so I step 
ashamed,ashame|ashamed,nimisõna,so I step 
it,it,lühend,so I step 
´,’,lausemärk,so I step 
s,s,lühend,so I step 
only,only,nimisõna,so I step 
just,just,,so I step 
a,a,lühend,so I step 
game,game,nimisõna,so I step 
that,that,nimisõna,so I step 
you,you,nimisõna,so I step 
and,and,nimisõna,so I step 
I,I,lühend,so I step 
can,can,nimisõna,so I step 
play,play,nimisõna,so I step 
anyday,anyday,nimisõna,so I step 
no,no,hüüdsõna,so I step 
in,in,lühend,so I step 
it,it,lühend,so I step 
for,for,nimisõna,so I step 
the,the,nimisõna,so I step 
money,money,nimisõna,so I step 
so,so,lühend,so I step 
would,would,nimisõna,so I step 
you,you,nimisõna,so I step 
be,be,lühend,so I step 
my,my,lühend,so I step 
bunny,bunny,nimisõna,so I step 
so,so,lühend,so I step 
many,many,nimisõna,so I step 
pots,pots,nimisõna,so I step 
of,of,pärisnimi,so I step 
honey,honey,nimisõna,so I step 
make,make,nimisõna,so I step 
us,us,lühend,so I step 
feel,fee,nimisõna,so I step 
alright,alright,nimisõna,so I step 
am,am,lühend,so I step 
I,I,lühend,so I step 
miss,miss,nimisõna,so I step 
Calculation,Calculation,pärisnimi,so I step 
or,or,lühend,so I step 
Miss,Miss,pärisnimi,so I step 
Miscalculation,Miscalculation,pärisnimi,so I step 
that,that,nimisõna,so I step 
you,you,nimisõna,so I step 
will,will,nimisõna,so I step 
never,never,nimisõna,so I step 
know,know,nimisõna,so I step 
keep,keep,nimisõna,so I step 
moving,moving,nimisõna,so I step 
with,with,nimisõna,so I step 
the,the,nimisõna,so I step 
flow,flow,nimisõna,so I step 
my,my,lühend,so I step 
only,only,nimisõna,so I step 
destination,destination,nimisõna,so I step 
is,is,lühend,so I step 
each,each,nimisõna,so I step 
and,and,nimisõna,so I step 
every,every,nimisõna,so I step 
station,station,nimisõna,so I step 
so,so,lühend,so I step 
let,let,nimisõna,so I step 
me,mina,asesõna,so I step 
pave,pave,nimisõna,so I step 
the,the,nimisõna,so I step 
way,way,nimisõna,so I step 
it,it,lühend,so I step 
´,’,lausemärk,so I step 
s,s,lühend,so I step 
gonna,gonna,nimisõna,so I step 
be,be,lühend,so I step 
ok,ok,lühend,so I step 
am,am,lühend,so I step 
I,I,lühend,so I step 
miss,miss,nimisõna,so I step 
Calculation,Calculation,pärisnimi,so I step 
or,or,lühend,so I step 
Miss,Miss,pärisnimi,so I step 
Miscalculation,Miscalculation,pärisnimi,so I step 
that,that,nimisõna,so I step 
you,you,nimisõna,so I step 
will,will,nimisõna,so I step 
never,never,nimisõna,so I step 
know,know,nimisõna,so I step 
keep,keep,nimisõna,so I step 
moving,moving,nimisõna,so I step 
with,with,nimisõna,so I step 
the,the,nimisõna,so I step 
flow,flow,nimisõna,so I step 
my,my,lühend,so I step 
only,only,nimisõna,so I step 
destination,destination,nimisõna,so I step 
is,is,lühend,so I step 
each,each,nimisõna,so I step 
and,and,nimisõna,so I step 
every,every,nimisõna,so I step 
station,station,nimisõna,so I step 
so,so,lühend,so I step 
let,let,nimisõna,so I step 
me,mina,asesõna,so I step 
pave,pave,nimisõna,so I step 
the,the,nimisõna,so I step 
way,way,nimisõna,so I step 
it,it,lühend,so I step 
´,’,lausemärk,so I step 
s,s,lühend,so I step 
gonna,gonna,nimisõna,so I step 
be,be,lühend,so I step 
ok,ok,lühend,so I step 
am,am,lühend,so I step 
I,I,lühend,so I step 
miss,miss,nimisõna,so I step 
Calculation,Calculation,pärisnimi,so I step 
or,or,lühend,so I step 
Miss,Miss,pärisnimi,so I step 
Miscalculation,Miscalculation,pärisnimi,so I step 
that,that,nimisõna,so I step 
you,you,nimisõna,so I step 
will,will,nimisõna,so I step 
never,never,nimisõna,so I step 
know,know,nimisõna,so I step 
keep,keep,nimisõna,so I step 
moving,moving,nimisõna,so I step 
with,with,nimisõna,so I step 
the,the,nimisõna,so I step 
flow,flow,nimisõna,so I step 
my,my,lühend,so I step 
only,only,nimisõna,so I step 
destination,destination,nimisõna,so I step 
is,is,lühend,so I step 
each,each,nimisõna,so I step 
and,and,nimisõna,so I step 
every,every,nimisõna,so I step 
station,station,nimisõna,so I step 
so,so,lühend,so I step 
let,let,nimisõna,so I step 
me,mina,asesõna,so I step 
pave,pave,nimisõna,so I step 
the,the,nimisõna,so I step 
way,way,nimisõna,so I step 
it,it,lühend,so I step 
´,’,lausemärk,so I step 
s,s,lühend,so I step 
gonna,gonna,nimisõna,so I step 
be,be,lühend,so I step 
ok,ok,lühend,so I step 
Lalalala,Lalalala,pärisnimi,Lalalala..
...,...,lausemärk,Lalalala..
people,people,nimisõna,Lalalala..
pushing,pushing,nimisõna,Lalalala..
me,mina,asesõna,Lalalala..
under,under,nimisõna,Lalalala..
the,the,nimisõna,Lalalala..
gun,gun,nimisõna,Lalalala..
sayin,sayin,nimisõna,Lalalala..
I,I,järgarvsõna,Lalalala..
´,’,lausemärk,Lalalala..
m,m,lühend,Lalalala..
the,the,nimisõna,Lalalala..
one,one,nimisõna,Lalalala..
I,I,lühend,Lalalala..
am,am,lühend,Lalalala..
the,the,nimisõna,Lalalala..
one,one,nimisõna,Lalalala..
elevatin,elevatin,nimisõna,Lalalala..
´,’,lausemärk,Lalalala..
me,mina,asesõna,Lalalala..
right,right,nimisõna,Lalalala..
to,to,lühend,Lalalala..
the,the,nimisõna,Lalalala..
sun,sun,nimisõna,Lalalala..
up,up,lühend,Lalalala..
to,to,lühend,Lalalala..
the,the,nimisõna,Lalalala..
sun,sun,nimisõna,Lalalala..
to,to,lühend,Lalalala..
come,come,nimisõna,Lalalala..
undone,undone,nimisõna,Lalalala..
with,with,nimisõna,Lalalala..
the,the,nimisõna,Lalalala..
thrill,thrill,nimisõna,Lalalala..
of,of,pärisnimi,Lalalala..
thunder,thunder,nimisõna,Lalalala..
and,and,nimisõna,Lalalala..
the,the,nimisõna,Lalalala..
pressure,pressure,nimisõna,Lalalala..
I,I,lühend,Lalalala..
´,’,lausemärk,Lalalala..
m,m,lühend,Lalalala..
under,under,nimisõna,Lalalala..
I,I,lühend,Lalalala..
hide,hide,nimisõna,Lalalala..
the,the,nimisõna,Lalalala..
fear,fear,nimisõna,Lalalala..
I,I,lühend,Lalalala..
hope,hope,nimisõna,Lalalala..
you,you,nimisõna,Lalalala..
´,’,lausemärk,Lalalala..
ll,ll,lühend,Lalalala..
never,never,nimisõna,Lalalala..
see,see,asesõna,Lalalala..
and,and,nimisõna,Lalalala..
then,then,nimisõna,Lalalala..
at,at,lühend,Lalalala..
the,the,nimisõna,Lalalala..
right,right,nimisõna,Lalalala..
time,time,nimisõna,Lalalala..
I,I,lühend,Lalalala..
´,’,lausemärk,Lalalala..
ll,ll,lühend,Lalalala..
get,get,nimisõna,Lalalala..
up,up,lühend,Lalalala..
and,and,nimisõna,Lalalala..
I,I,lühend,Lalalala..
reply,reply,nimisõna,Lalalala..
have,have,nimisõna,Lalalala..
all,all,kaassõna,Lalalala..
the,the,nimisõna,Lalalala..
people,people,nimisõna,Lalalala..
watchin,watchin,nimisõna,Lalalala..
´,’,lausemärk,Lalalala..
me,mina,asesõna,Lalalala..
do,do,lühend,Lalalala..
I,I,järgarvsõna,Lalalala..
ever,ever,nimisõna,Lalalala..
get,get,nimisõna,Lalalala..
to,to,lühend,Lalalala..
feel,fee,nimisõna,Lalalala..
like,like,nimisõna,Lalalala..
a,a,lühend,Lalalala..
queen,queen,nimisõna,Lalalala..
in,in,lühend,Lalalala..
a,a,lühend,Lalalala..
pack,pack,nimisõna,Lalalala..
of,of,pärisnimi,Lalalala..
bees,bee,nimisõna,Lalalala..
in,in,lühend,Lalalala..
a,a,lühend,Lalalala..
pack,pack,nimisõna,Lalalala..
of,of,pärisnimi,Lalalala..
bees,bees,nimisõna,Lalalala..
I,I,lühend,Lalalala..
just,just,,Lalalala..
hope,hope,nimisõna,Lalalala..
life,life,nimisõna,Lalalala..
´,’,lausemärk,Lalalala..
s,s,lühend,Lalalala..
gonna,gonna,nimisõna,Lalalala..
bring,bring,nimisõna,Lalalala..
a,a,lühend,Lalalala..
little,little,nimisõna,Lalalala..
more,more,nimisõna,Lalalala..
of,of,pärisnimi,Lalalala..
mystery,mystery,nimisõna,Lalalala..
for,for,nimisõna,Lalalala..
me,mina,asesõna,Lalalala..
mystery,mystery,nimisõna,Lalalala..
for,for,nimisõna,Lalalala..
me,mina,asesõna,Lalalala..
Lalalala,Lalalala,pärisnimi,Lalalala..
...,...,lausemärk,Lalalala..
I,I,lühend,Lalalala..
can,can,nimisõna,Lalalala..
´,’,lausemärk,Lalalala..
t,t,lühend,Lalalala..
find,find,nimisõna,Lalalala..
a,a,lühend,Lalalala..
single,single,nimisõna,Lalalala..
reason,reason,nimisõna,Lalalala..
why,why,lühend,Lalalala..
no,no,hüüdsõna,Lalalala..
reason,reason,nimisõna,Lalalala..
why,why,lühend,Lalalala..
under,under,nimisõna,Lalalala..
the,the,nimisõna,Lalalala..
sky,sky,lühend,Lalalala..
that,that,nimisõna,Lalalala..
I,I,lühend,Lalalala..
could,could,nimisõna,Lalalala..
not,not,nimisõna,Lalalala..
escape,escape,nimisõna,Lalalala..
a,a,lühend,Lalalala..
simple,simple,nimisõna,Lalalala..
life,life,nimisõna,Lalalala..
don,don,nimisõna,Lalalala..
´,’,lausemärk,Lalalala..
t,t,lühend,Lalalala..
wanna,wanna,nimisõna,Lalalala..
survive,survive,nimisõna,Lalalala..
I,I,lühend,Lalalala..
need,see,asesõna,Lalalala..
to,to,lühend,Lalalala..
thrive,thrive,nimisõna,Lalalala..
with,with,nimisõna,Lalalala..
the,the,nimisõna,Lalalala..
thrill,thrill,nimisõna,Lalalala..
of,of,pärisnimi,Lalalala..
thunder,thunder,nimisõna,Lalalala..
and,and,nimisõna,Lalalala..
the,the,nimisõna,Lalalala..
pressure,pressure,nimisõna,Lalalala..
I,I,lühend,Lalalala..
´,’,lausemärk,Lalalala..
m,m,lühend,Lalalala..
under,under,nimisõna,Lalalala..
I,I,lühend,Lalalala..
hide,hide,nimisõna,Lalalala..
the,the,nimisõna,Lalalala..
fear,fear,nimisõna,Lalalala..
I,I,lühend,Lalalala..
hope,hope,nimisõna,Lalalala..
you,you,nimisõna,Lalalala..
´,’,lausemärk,Lalalala..
ll,ll,lühend,Lalalala..
never,never,nimisõna,Lalalala..
see,see,asesõna,Lalalala..
and,and,nimisõna,Lalalala..
then,then,nimisõna,Lalalala..
at,at,lühend,Lalalala..
the,the,nimisõna,Lalalala..
right,right,nimisõna,Lalalala..
time,time,nimisõna,Lalalala..
I,I,lühend,Lalalala..
´,’,lausemärk,Lalalala..
ll,ll,lühend,Lalalala..
get,get,nimisõna,Lalalala..
up,up,lühend,Lalalala..
and,and,nimisõna,Lalalala..
I,I,lühend,Lalalala..
reply,reply,nimisõna,Lalalala..
and,and,nimisõna,Lalalala..
all,all,kaassõna,Lalalala..
the,the,nimisõna,Lalalala..
people,people,nimisõna,Lalalala..
follow,follow,nimisõna,Lalalala..
me,mina,asesõna,Lalalala..
Mmm,mmm,hüüdsõna,Lalalala..
Lalalala,Lalalala,pärisnimi,Lalalala..
Mmm,mmm,hüüdsõna,Lalalala..
Lalalala,Lalalala,pärisnimi,Lalalala..
Mmm,mmm,hüüdsõna,Lalalala..
Lalalala,Lalalala,pärisnimi,Lalalala..
and,and,nimisõna,Lalalala..
then,then,nimisõna,Lalalala..
at,at,lühend,Lalalala..
the,the,nimisõna,Lalalala..
right,right,nimisõna,Lalalala..
time,time,nimisõna,Lalalala..
I,I,lühend,Lalalala..
´,’,lausemärk,Lalalala..
ll,ll,lühend,Lalalala..
get,get,nimisõna,Lalalala..
up,up,lühend,Lalalala..
and,and,nimisõna,Lalalala..
I,I,lühend,Lalalala..
reply,reply,nimisõna,Lalalala..
and,and,nimisõna,Lalalala..
all,all,kaassõna,Lalalala..
the,the,nimisõna,Lalalala..
people,people,nimisõna,Lalalala..
